Gene_Name	Num_Events	APA_ID	Transcript	Gene	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	simB5.PAU	simB4.PAU	simB3.PAU	simB2.PAU	simB1.PAU	simA5.PAU	simA4.PAU	simA3.PAU	simA2.PAU	simA1.PAU
RAPGEFL1	2	ENSG00000108352.13_2_D	L00000620260.6	ENSG00000108352.13	chr17	40193663	40196650	+	40193788	40196650	2862	57.081	57.789	56.291	53.967	51.507	55.324	55.808	53.851	54.642	55.297
RARA	2	ENSG00000131759.18_1_P	L00000254066.10	ENSG00000131759.18	chr17	40356008	40357643	+	40356226	40357643	1417	0	0	12.382	5.226	12.112	64.609	66.471	68.798	55.955	65.849
RARA	2	ENSG00000131759.18_2_D	L00000254066.10	ENSG00000131759.18	chr17	40356008	40358643	+	40356226	40358643	2417	100	100	87.618	94.774	87.888	35.391	33.529	31.202	44.045	34.151
RARG	2	ENSG00000172819.17_1_D	L00000425354.7	ENSG00000172819.17	chr12	53209568	53211863	-	53209568	53211675	2107	59.687	71.628	44.771	51.927	80.559	55.086	52.528	51.455	55.69	57.06
RARG	2	ENSG00000172819.17_2_P	L00000425354.7	ENSG00000172819.17	chr12	53210568	53211863	-	53210568	53211675	1107	40.313	28.372	55.229	48.073	19.441	44.914	47.472	48.545	44.31	42.94
RARRES1	2	ENSG00000118849.10_1_D	L00000237696.10	ENSG00000118849.10	chr3	158695891	158697827	-	158695891	158697677	1786	79.896	83.977	84.943	87.099	86.726	40.926	33.57	37.283	39.945	29.02
RARRES1	2	ENSG00000118849.10_2_P	L00000237696.10	ENSG00000118849.10	chr3	158696891	158697827	-	158696891	158697677	786	20.104	16.023	15.057	12.901	13.274	59.074	66.43	62.717	60.055	70.98
RARS1	2	ENSG00000113643.9_1_P	L00000231572.8	ENSG00000113643.9	chr5	168519080	168519301	+	168519190	168519301	111	81.612	82.795	83.488	85.046	83.911	64.29	65.354	58.119	61.74	67.426
RARS1	2	ENSG00000113643.9_2_D	L00000231572.8	ENSG00000113643.9	chr5	168519080	168520301	+	168519190	168520301	1111	18.388	17.205	16.512	14.954	16.089	35.71	34.646	41.881	38.26	32.574
RARS2	2	ENSG00000146282.18_1_D	L00000369536.10	ENSG00000146282.18	chr6	87512937	87514499	-	87512937	87514412	1475	35.773	35.097	34.878	33.442	29.77	36.719	35.133	35.524	37.129	35.123
RARS2	2	ENSG00000146282.18_2_P	L00000369536.10	ENSG00000146282.18	chr6	87513937	87514499	-	87513937	87514412	475	64.227	64.903	65.122	66.558	70.23	63.281	64.867	64.476	62.871	64.877
RASA1	2	ENSG00000145715.15_1_P	L00000274376.11	ENSG00000145715.15	chr5	87390799	87391916	+	87390883	87391916	1033	70.678	70.264	67.86	72.613	73.068	20.191	20.666	16.452	17.36	20.78
RASA1	2	ENSG00000145715.15_2_D	L00000274376.11	ENSG00000145715.15	chr5	87390799	87392916	+	87390883	87392916	2033	29.322	29.736	32.14	27.387	26.932	79.809	79.334	83.548	82.64	79.22
RASA3	2	ENSG00000185989.11_1_D	L00000334062.8	ENSG00000185989.11	chr13	113976782	113979422	-	113976782	113979346	2564	50.157	48.057	55.14	51.738	48.165	52.252	51.661	52.228	54.076	53.277
RASA3	2	ENSG00000185989.11_2_P	L00000334062.8	ENSG00000185989.11	chr13	113977782	113979422	-	113977782	113979346	1564	49.843	51.943	44.86	48.262	51.835	47.748	48.339	47.772	45.924	46.723
RASAL1	2	ENSG00000111344.11_1_D	L00000546530.5	ENSG00000111344.11	chr12	113097818	113100068	-	113097818	113099928	2110	21.724	23.603	27.893	24.071	25.667	72.972	71.543	69.846	70.508	71.629
RASAL1	2	ENSG00000111344.11_2_P	L00000546530.5	ENSG00000111344.11	chr12	113098818	113100068	-	113098818	113099928	1110	78.276	76.397	72.107	75.929	74.333	27.028	28.457	30.154	29.492	28.371
RASAL2	2	ENSG00000075391.17_1_P	L00000462775.5	ENSG00000075391.17	chr1	178473074	178484147	+	178473239	178484147	10908	65.847	67.426	65.685	68.845	67.747	0	10.494	9.923	9.508	9.078
RASAL2	2	ENSG00000075391.17_2_D	L00000462775.5	ENSG00000075391.17	chr1	178473074	178485147	+	178473239	178485147	11908	34.153	32.574	34.315	31.155	32.253	100	89.506	90.077	90.492	90.922
RASGEF1C	2	ENSG00000146090.16_1_D	L00000393371.6	ENSG00000146090.16	chr5	180099803	180101525	-	180099803	180101500	1697	64.501	62.278	67.741	62.844	70.762	9.442	9.305	11.485	9.263	12.011
RASGEF1C	2	ENSG00000146090.16_2_P	L00000393371.6	ENSG00000146090.16	chr5	180100803	180101525	-	180100803	180101500	697	35.499	37.722	32.259	37.156	29.238	90.558	90.695	88.515	90.737	87.989
RASL10A	2	ENSG00000100276.10_1_D	L00000401450.3	ENSG00000100276.10	chr22	29311932	29313987	-	29311932	29313858	1926	49.244	47.392	48.701	51.054	45.843	53.282	53.6	49.559	49.351	45.875
RASL10A	2	ENSG00000100276.10_2_P	L00000401450.3	ENSG00000100276.10	chr22	29312932	29313987	-	29312932	29313858	926	50.756	52.608	51.299	48.946	54.157	46.718	46.4	50.441	50.649	54.125
RASL12	2	ENSG00000103710.11_1_D	L00000220062.9	ENSG00000103710.11	chr15	65052336	65055274	-	65052336	65054898	2562	53.821	55.497	53.853	49.742	62.661	54.337	54.644	55.493	58.478	56.516
RASL12	2	ENSG00000103710.11_2_P	L00000220062.9	ENSG00000103710.11	chr15	65053336	65055274	-	65053336	65054898	1562	46.179	44.503	46.147	50.258	37.339	45.663	45.356	44.507	41.522	43.484
RASSF1	2	ENSG00000068028.17_1_D	L00000359365.8	ENSG00000068028.17	chr3	50328787	50330727	-	50328787	50330580	1793	14.646	17.09	15.363	17.555	16.637	65.703	74.976	58.828	75.903	63.196
RASSF1	2	ENSG00000068028.17_2_P	L00000359365.8	ENSG00000068028.17	chr3	50329787	50330727	-	50329787	50330580	793	85.354	82.91	84.637	82.445	83.363	34.297	25.024	41.172	24.097	36.804
RASSF3	2	ENSG00000153179.13_1_P	L00000542104.6	ENSG00000153179.13	chr12	64694762	64697564	+	64694912	64697564	2652	45.928	46.171	44.867	46.282	47.023	49.6	44.997	47.296	47.96	49.016
RASSF3	2	ENSG00000153179.13_2_D	L00000542104.6	ENSG00000153179.13	chr12	64694762	64698564	+	64694912	64698564	3652	54.072	53.829	55.133	53.718	52.977	50.4	55.003	52.704	52.04	50.984
RASSF4	2	ENSG00000107551.21_1_P	L00000340258.10	ENSG00000107551.21	chr10	44993268	44995891	+	44993329	44995891	2562	43.988	44.987	36.983	41.926	38.744	40.946	44.807	46.984	46.143	46.409
RASSF4	2	ENSG00000107551.21_2_D	L00000340258.10	ENSG00000107551.21	chr10	44993268	44996891	+	44993329	44996891	3562	56.012	55.013	63.017	58.074	61.256	59.054	55.193	53.016	53.857	53.591
RASSF5	2	ENSG00000266094.8_1_P	L00000581503.6	ENSG00000266094.8	chr1	206584386	206589274	+	206584749	206589274	4525	39.163	41.467	40.491	41.143	39.771	41.609	37.71	40.523	36.909	38.629
RASSF5	2	ENSG00000266094.8_2_D	L00000581503.6	ENSG00000266094.8	chr1	206584386	206590274	+	206584749	206590274	5525	60.837	58.533	59.509	58.857	60.229	58.391	62.29	59.477	63.091	61.371
RASSF7	2	ENSG00000099849.15_1_P	L00000397583.8	ENSG00000099849.15	chr11	563557	564025	+	563645	564025	380	58.598	62.265	56.625	63.322	56.284	92.826	93.674	94.944	93.201	93.54
RASSF7	2	ENSG00000099849.15_2_D	L00000397583.8	ENSG00000099849.15	chr11	563557	565025	+	563645	565025	1380	41.402	37.735	43.375	36.678	43.716	7.174	6.326	5.056	6.799	6.46
RAX2	2	ENSG00000173976.16_1_D	L00000555633.3	ENSG00000173976.16	chr19	3768088	3770959	-	3768088	3770620	2532	29.525	35.425	35.201	28.65	30.03	74.127	79.655	77.122	76.109	73.62
RAX2	2	ENSG00000173976.16_2_P	L00000555633.3	ENSG00000173976.16	chr19	3769088	3770959	-	3769088	3770620	1532	70.475	64.575	64.799	71.35	69.97	25.873	20.345	22.878	23.891	26.38
RBBP4	2	ENSG00000162521.19_1_P	L00000373493.10	ENSG00000162521.19	chr1	32679639	32686211	+	32679705	32686211	6506	40.291	44.457	42.474	44.542	45.538	42.086	42.042	49.351	40.784	37.744
RBBP4	2	ENSG00000162521.19_2_D	L00000373493.10	ENSG00000162521.19	chr1	32679639	32687211	+	32679705	32687211	7506	59.709	55.543	57.526	55.458	54.462	57.914	57.958	50.649	59.216	62.256
RBBP5	2	ENSG00000117222.14_1_D	L00000264515.11	ENSG00000117222.14	chr1	205085141	205088815	-	205085141	205088786	3645	19.169	19.504	15.654	19.228	18.74	86.138	84.058	100	75.924	81.117
RBBP5	2	ENSG00000117222.14_2_P	L00000264515.11	ENSG00000117222.14	chr1	205086141	205088815	-	205086141	205088786	2645	80.831	80.496	84.346	80.772	81.26	13.862	15.942	0	24.076	18.883
RBCK1	2	ENSG00000125826.21_1_P	L00000356286.10	ENSG00000125826.21	chr20	430349	432139	+	430430	432139	1709	52.388	48.105	47.134	52.748	46.75	50.142	52.829	44.58	59.133	47.975
RBCK1	2	ENSG00000125826.21_2_D	L00000356286.10	ENSG00000125826.21	chr20	430349	433139	+	430430	433139	2709	47.612	51.895	52.866	47.252	53.25	49.858	47.171	55.42	40.867	52.025
RBFA	2	ENSG00000101546.13_1_P	L00000306735.10	ENSG00000101546.13	chr18	80045773	80050651	+	80046155	80050651	4496	61.209	60.922	59.609	61.305	59.232	11.905	8.389	16.365	13.091	23.518
RBFA	2	ENSG00000101546.13_2_D	L00000306735.10	ENSG00000101546.13	chr18	80045773	80051651	+	80046155	80051651	5496	38.791	39.078	40.391	38.695	40.768	88.095	91.611	83.635	86.909	76.482
RBFOX3	2	ENSG00000167281.19_1_D	L00000583458.5	ENSG00000167281.19	chr17	79088344	79090885	-	79088344	79090882	2538	18.76	23.572	26.192	15.018	17.529	79.21	78.849	78.243	76.818	80.325
RBFOX3	2	ENSG00000167281.19_2_P	L00000583458.5	ENSG00000167281.19	chr17	79089344	79090885	-	79089344	79090882	1538	81.24	76.428	73.808	84.982	82.471	20.79	21.151	21.757	23.182	19.675
RBL1	2	ENSG00000080839.12_1_D	L00000373664.8	ENSG00000080839.12	chr20	36995348	36998929	-	36995348	36998758	3410	54.052	53.145	52.249	53.523	54.263	54.977	51.726	53.811	49.817	53.463
RBL1	2	ENSG00000080839.12_2_P	L00000373664.8	ENSG00000080839.12	chr20	36996348	36998929	-	36996348	36998758	2410	45.948	46.855	47.751	46.477	45.737	45.023	48.274	46.189	50.183	46.537
RBM12B	2	ENSG00000183808.11_1_D	L00000399300.6	ENSG00000183808.11	chr8	93728355	93736438	-	93728355	93733404	5049	86.483	80.033	70.704	88.487	62.296	17.639	14.959	11.769	13.044	14.715
RBM12B	2	ENSG00000183808.11_2_P	L00000399300.6	ENSG00000183808.11	chr8	93729355	93736438	-	93729355	93733404	4049	13.517	19.967	29.296	11.513	37.704	82.361	85.041	88.231	86.956	85.285
RBM15	2	ENSG00000162775.17_1_P	L00000652747.1	ENSG00000162775.17	chr1	110346307	110346673	+	110346354	110346673	319	75.16	74.684	75.482	76.026	74.127	70.058	72.04	72.571	69.825	79.257
RBM15	2	ENSG00000162775.17_2_D	L00000652747.1	ENSG00000162775.17	chr1	110346307	110347673	+	110346354	110347673	1319	24.84	25.316	24.518	23.974	25.873	29.942	27.96	27.429	30.175	20.743
RBM15B	2	ENSG00000259956.2_1_P	L00000563281.2	ENSG00000259956.2	chr3	51391284	51397908	+	51394072	51397908	3836	66.712	68.259	70.26	63.038	65.501	19.634	15.075	12.065	20.936	19.293
RBM15B	2	ENSG00000259956.2_2_D	L00000563281.2	ENSG00000259956.2	chr3	51391284	51398908	+	51394072	51398908	4836	33.288	31.741	29.74	36.962	34.499	80.366	84.925	87.935	79.064	80.707
RBM18	2	ENSG00000119446.14_1_D	L00000417201.4	ENSG00000119446.14	chr9	122236621	122242043	-	122236621	122241883	5262	32.953	19.541	39.017	26.565	30.886	87.567	82.641	79.577	72.259	82.516
RBM18	2	ENSG00000119446.14_2_P	L00000417201.4	ENSG00000119446.14	chr9	122237621	122242043	-	122237621	122241883	4262	67.047	80.459	60.983	73.435	69.114	12.433	17.359	20.423	27.741	17.484
RBM25	2	ENSG00000119707.14_1_P	L00000261973.12	ENSG00000119707.14	chr14	73119712	73123899	+	73119805	73123899	4094	37.856	51.707	48.878	38.639	52.744	43.923	47.626	42.823	44.001	43.264
RBM25	2	ENSG00000119707.14_2_D	L00000261973.12	ENSG00000119707.14	chr14	73119712	73124899	+	73119805	73124899	5094	62.144	48.293	51.122	61.361	47.256	56.077	52.374	57.177	55.999	56.736
RBM33	2	ENSG00000184863.11_1_P	L00000401878.8	ENSG00000184863.11	chr7	155774992	155781480	+	155775041	155781480	6439	7.483	15.748	15.076	18.102	15.932	73.573	72.134	72.938	70.304	73.971
RBM33	2	ENSG00000184863.11_2_D	L00000401878.8	ENSG00000184863.11	chr7	155774992	155782480	+	155775041	155782480	7439	92.517	84.252	84.924	81.898	84.068	26.427	27.866	27.062	29.696	26.029
RBM7	2	ENSG00000076053.12_1_P	L00000541475.5	ENSG00000076053.12	chr11	114405705	114412018	+	114405808	114412018	6210	87.165	87.521	85.961	89.434	86.602	19.835	21.645	18.757	19.266	21.786
RBM7	2	ENSG00000076053.12_2_D	L00000541475.5	ENSG00000076053.12	chr11	114405705	114413018	+	114405808	114413018	7210	12.835	12.479	14.039	10.566	13.398	80.165	78.355	81.243	80.734	78.214
RBMS3	2	ENSG00000144642.22_1_P	L00000434693.6	ENSG00000144642.22	chr3	30003855	30010391	+	30003862	30010391	6529	0	10.265	0	0	0	74.468	75.653	76.715	72.714	76.506
RBMS3	2	ENSG00000144642.22_2_D	L00000434693.6	ENSG00000144642.22	chr3	30003855	30011391	+	30003862	30011391	7529	100	89.735	100	100	100	25.532	24.347	23.285	27.286	23.494
RBMX2	2	ENSG00000134597.16_1_P	L00000305536.11	ENSG00000134597.16	chrX	130412360	130413656	+	130412848	130413656	808	41.457	24.019	19.505	31.498	16.759	73.527	78.384	74.119	73.577	74.116
RBMX2	2	ENSG00000134597.16_2_D	L00000305536.11	ENSG00000134597.16	chrX	130412360	130414656	+	130412848	130414656	1808	58.543	75.981	80.495	68.502	83.241	26.473	21.616	25.881	26.423	25.884
RBMXL3	2	ENSG00000175718.10_1_P	L00000424776.5	ENSG00000175718.10	chrX	115189409	115192868	+	115192645	115192868	223	61.894	62.164	60.16	59.149	60.293	17.589	24.999	14.956	16.215	14.247
RBMXL3	2	ENSG00000175718.10_2_D	L00000424776.5	ENSG00000175718.10	chrX	115189409	115193868	+	115192645	115193868	1223	38.106	37.836	39.84	40.851	39.707	82.411	75.001	85.044	83.785	85.753
RBP1	2	ENSG00000114115.10_1_D	L00000483943.6	ENSG00000114115.10	chr3	139523406	139525902	-	139523406	139525878	2472	50.275	51.748	50.067	51.576	48.375	53.821	47.661	54.443	46.027	51.301
RBP1	2	ENSG00000114115.10_2_P	L00000483943.6	ENSG00000114115.10	chr3	139524406	139525902	-	139524406	139525878	1472	49.725	48.252	49.933	48.424	51.625	46.179	52.339	45.557	53.973	48.699
RBP2	2	ENSG00000114113.6_1_D	L00000232217.6	ENSG00000114113.6	chr3	139451883	139453166	-	139451883	139453115	1232	26.815	22.095	24.28	20.19	23.012	25.231	19.585	25.047	23.607	25.059
RBP2	2	ENSG00000114113.6_2_P	L00000232217.6	ENSG00000114113.6	chr3	139452883	139453166	-	139452883	139453115	232	73.185	77.905	75.72	79.81	76.988	74.769	80.415	74.953	76.393	74.941
RBP4	2	ENSG00000138207.14_1_D	L00000371467.5	ENSG00000138207.14	chr10	93590686	93592112	-	93590686	93592074	1388	51.834	41.201	42.137	43.456	42.346	16.896	18.479	19.047	15.665	17.176
RBP4	2	ENSG00000138207.14_2_P	L00000371467.5	ENSG00000138207.14	chr10	93591686	93592112	-	93591686	93592074	388	48.166	58.799	57.863	56.544	57.654	83.104	81.521	80.953	84.335	82.824
RBP7	2	ENSG00000162444.12_1_P	L00000294435.8	ENSG00000162444.12	chr1	10015781	10016021	+	10015832	10016021	189	69.598	69.803	72.31	65.823	66.903	72.194	73.602	73.049	69.552	72.864
RBP7	2	ENSG00000162444.12_2_D	L00000294435.8	ENSG00000162444.12	chr1	10015781	10017021	+	10015832	10017021	1189	30.402	30.197	27.69	34.177	33.097	27.806	26.398	26.951	30.448	27.136
RBPJ	2	ENSG00000168214.21_1_P	L00000342320.8	ENSG00000168214.21	chr4	26430691	26435131	+	26431007	26435131	4124	43.894	42.117	40.855	44.469	40.649	42.669	39.61	40.785	41.684	40.749
RBPJ	2	ENSG00000168214.21_2_D	L00000342320.8	ENSG00000168214.21	chr4	26430691	26436131	+	26431007	26436131	5124	56.106	57.883	59.145	55.531	59.351	57.331	60.39	59.215	58.316	59.251
RC3H2	2	ENSG00000056586.16_1_D	L00000373670.5	ENSG00000056586.16	chr9	122843555	122849822	-	122843555	122849626	6071	93.057	96.374	100	100	92.976	25.724	26.834	27.346	27.72	28.496
RC3H2	2	ENSG00000056586.16_2_P	L00000373670.5	ENSG00000056586.16	chr9	122844555	122849822	-	122844555	122849626	5071	6.943	3.626	0	0	7.024	74.276	73.166	72.654	72.28	71.504
RCC1	2	ENSG00000180198.16_1_P	L00000373833.10	ENSG00000180198.16	chr1	28537831	28539300	+	28538007	28539300	1293	63.82	62.653	58.841	63.516	56.214	4.647	11.25	7.67	11.482	5.575
RCC1	2	ENSG00000180198.16_2_D	L00000373833.10	ENSG00000180198.16	chr1	28537831	28540300	+	28538007	28540300	2293	36.18	37.347	41.159	36.484	43.786	95.353	88.75	92.33	88.518	94.425
RCHY1	2	ENSG00000163743.13_1_D	L00000324439.9	ENSG00000163743.13	chr4	75478036	75482666	-	75478036	75482537	4501	57.736	53.399	59.392	57.216	53.801	56.656	56.594	52.472	54.541	57.847
RCHY1	2	ENSG00000163743.13_2_P	L00000324439.9	ENSG00000163743.13	chr4	75479036	75482666	-	75479036	75482537	3501	42.264	46.601	40.608	42.784	46.199	43.344	43.406	47.528	45.459	42.153
RCN2	2	ENSG00000117906.14_1_P	L00000394885.8	ENSG00000117906.14	chr15	76949069	76954393	+	76949222	76954393	5171	21.329	26.26	20.321	25.424	24.712	59.921	63.924	59.201	54.314	58.787
RCN2	2	ENSG00000117906.14_2_D	L00000394885.8	ENSG00000117906.14	chr15	76949069	76955393	+	76949222	76955393	6171	78.671	73.74	79.679	74.576	75.288	40.079	36.076	40.799	45.686	41.213
RCOR3	2	ENSG00000117625.14_1_P	L00000419091.7	ENSG00000117625.14	chr1	211313423	211316385	+	211313768	211316385	2617	41.85	39.628	40.55	40.615	43.597	42.266	40.328	39.458	47.342	47.902
RCOR3	2	ENSG00000117625.14_2_D	L00000419091.7	ENSG00000117625.14	chr1	211313423	211317385	+	211313768	211317385	3617	58.15	60.372	59.45	59.385	56.403	57.734	59.672	60.542	52.658	52.098
RD3	2	ENSG00000198570.7_1_D	L00000367002.5	ENSG00000198570.7	chr1	211475521	211479327	-	211475521	211479035	3514	53.699	54.955	48.939	53.481	55.943	49.411	57.528	48.536	54.367	56.93
RD3	2	ENSG00000198570.7_2_P	L00000367002.5	ENSG00000198570.7	chr1	211476521	211479327	-	211476521	211479035	2514	46.301	45.045	51.061	46.519	44.057	50.589	42.472	51.464	45.633	43.07
RDH8	2	ENSG00000080511.5_1_P	L00000651512.1	ENSG00000080511.5	chr19	10021533	10022278	+	10021749	10022278	529	58.624	58.137	56.071	59.412	58.133	50.196	59.75	61.8	64.906	55.673
RDH8	2	ENSG00000080511.5_2_D	L00000651512.1	ENSG00000080511.5	chr19	10021533	10023278	+	10021749	10023278	1529	41.376	41.863	43.929	40.588	41.867	49.804	40.25	38.2	35.094	44.327
RECQL4	2	ENSG00000160957.14_1_D	L00000621189.4	ENSG00000160957.14	chr8	144510287	144511555	-	144510287	144511430	1143	29.216	29.146	28.656	29.403	29.092	29.507	28.815	28.346	29.095	27.159
RECQL4	2	ENSG00000160957.14_2_P	L00000621189.4	ENSG00000160957.14	chr8	144511287	144511555	-	144511287	144511430	143	70.784	70.854	71.344	70.597	70.908	70.493	71.185	71.654	70.905	72.841
REEP1	2	ENSG00000068615.19_1_D	L00000538924.7	ENSG00000068615.19	chr2	86212992	86217110	-	86212992	86217038	4046	100	100	100	100	100	19.412	19.355	19.757	18.014	17.359
REEP1	2	ENSG00000068615.19_2_P	L00000538924.7	ENSG00000068615.19	chr2	86213992	86217110	-	86213992	86217038	3046	0	0	0	0	0	80.588	80.645	80.243	81.986	82.641
REEP3	2	ENSG00000165476.14_1_P	L00000373758.5	ENSG00000165476.14	chr10	63620812	63625128	+	63620869	63625128	4259	13.793	25.965	19.83	12.479	20.391	65.442	65.466	65.145	64.705	66.216
REEP3	2	ENSG00000165476.14_2_D	L00000373758.5	ENSG00000165476.14	chr10	63620812	63626128	+	63620869	63626128	5259	86.207	74.035	80.17	87.521	79.609	34.558	34.534	34.855	35.295	33.784
REEP4	2	ENSG00000168476.12_1_D	L00000306306.8	ENSG00000168476.12	chr8	22137019	22138552	-	22137019	22138486	1467	16.095	17.468	21.786	14.765	17.587	47.219	50.134	51.93	45.659	49.984
REEP4	2	ENSG00000168476.12_2_P	L00000306306.8	ENSG00000168476.12	chr8	22138019	22138552	-	22138019	22138486	467	83.905	82.532	78.214	85.235	82.413	52.781	49.866	48.07	54.341	50.016
REEP5	2	ENSG00000129625.13_1_D	L00000379638.9	ENSG00000129625.13	chr5	112875384	112878835	-	112875384	112878785	3401	21.891	23.045	27.418	24.107	27.028	92.961	91.241	96.753	91.337	93.651
REEP5	2	ENSG00000129625.13_2_P	L00000379638.9	ENSG00000129625.13	chr5	112876384	112878835	-	112876384	112878785	2401	78.109	76.955	72.582	75.893	72.972	7.039	8.759	3.247	8.663	6.349
REEP6	2	ENSG00000115255.12_1_P	L00000395479.10	ENSG00000115255.12	chr19	1497173	1497927	+	1497211	1497927	716	14.796	29.06	24.24	28.939	21.939	90.221	93.991	90.711	92.544	92.554
REEP6	2	ENSG00000115255.12_2_D	L00000395479.10	ENSG00000115255.12	chr19	1497173	1498927	+	1497211	1498927	1716	85.204	70.94	75.76	71.061	78.061	9.779	6.009	9.289	7.456	7.446
REG1A	2	ENSG00000115386.6_1_P	L00000233735.2	ENSG00000115386.6	chr2	79123147	79123409	+	79123215	79123409	194	94.685	94.827	94.618	94.162	94.29	54.344	55.181	55.983	56.949	50.678
REG1A	2	ENSG00000115386.6_2_D	L00000233735.2	ENSG00000115386.6	chr2	79123147	79124409	+	79123215	79124409	1194	5.315	5.173	5.382	5.838	5.71	45.656	44.819	44.017	43.051	49.322
REG1B	2	ENSG00000172023.8_1_D	L00000305089.8	ENSG00000172023.8	chr2	79084022	79085283	-	79084022	79085215	1193	29.797	31.086	31.881	25.264	33.762	35.131	32.697	29.224	25.764	33.768
REG1B	2	ENSG00000172023.8_2_P	L00000305089.8	ENSG00000172023.8	chr2	79085022	79085283	-	79085022	79085215	193	70.203	68.914	68.119	74.736	66.238	64.869	67.303	70.776	74.236	66.232
REG3A	2	ENSG00000172016.16_1_D	L00000393878.5	ENSG00000172016.16	chr2	79156006	79157293	-	79156006	79157225	1219	28.523	24.922	28.085	25.586	22.977	25.279	24.77	25.77	23.288	25.127
REG3A	2	ENSG00000172016.16_2_P	L00000393878.5	ENSG00000172016.16	chr2	79157006	79157293	-	79157006	79157225	219	71.477	75.078	71.915	74.414	77.023	74.721	75.23	74.23	76.712	74.873
REG3G	2	ENSG00000143954.13_1_P	L00000272324.10	ENSG00000143954.13	chr2	79028208	79028501	+	79028276	79028501	225	82.988	82.988	86.915	78.213	81.86	61.51	57.58	60.899	58.932	55.878
REG3G	2	ENSG00000143954.13_2_D	L00000272324.10	ENSG00000143954.13	chr2	79028208	79029501	+	79028276	79029501	1225	17.012	17.012	13.085	21.787	18.14	38.49	42.42	39.101	41.068	44.122
REL	2	ENSG00000162924.15_1_P	L00000295025.12	ENSG00000162924.15	chr2	60921762	60931610	+	60922535	60931610	9075	0	0	0	5.551	2.318	64.852	63.904	60.599	65.47	70.636
REL	2	ENSG00000162924.15_2_D	L00000295025.12	ENSG00000162924.15	chr2	60921762	60932610	+	60922535	60932610	10075	100	100	100	94.449	97.682	35.148	36.096	39.401	34.53	29.364
REM1	2	ENSG00000088320.4_1_P	L00000201979.3	ENSG00000088320.4	chr20	31484158	31484895	+	31484430	31484895	465	83.105	87.325	80.481	83.128	85.534	33.062	32.064	36.375	33.117	29.968
REM1	2	ENSG00000088320.4_2_D	L00000201979.3	ENSG00000088320.4	chr20	31484158	31485895	+	31484430	31485895	1465	16.895	12.675	19.519	16.872	14.466	66.938	67.936	63.625	66.883	70.032
